symbol,regime,vol_ratio,rsi_strength,rsi_div_regular,rsi_div_hidden,macd_div,sentiment_fg,mtf_bias,confluence_score,entry_to_sl,direction_encoded,outcome_win,duration_candles,r_multiple
ADAUSDT,NORMAL,0.8556356150283059,0.2923076923076908,0,0,0,50,0.0,0.07,1.5001944768572537,-1.0,0,1,1.063
DOGEUSDT,NORMAL,0.8456369019972129,0.19582245430809564,1,0,1,50,0.0,0.07,1.4991596638655527,-1.0,0,1,-1.0
DOGEUSDT,NORMAL,0.9251585749007046,0.11898734177215203,0,0,0,50,0.0,0.08,1.4992366412213904,-1.0,1,1,1.333
DOGEUSDT,NORMAL,1.0800805918085026,0.1532567049808428,0,0,0,50,0.0,0.08,1.5000000000000056,-1.0,1,9,1.333
DOGEUSDT,VOLATILE,1.6025371577180716,0.3373015873015893,0,0,0,50,0.0,0.07,1.4995331465919668,-1.0,0,9,-1.0
DOGEUSDT,VOLATILE,1.561636794048022,0.37416777629827036,0,0,0,50,0.0,0.07,1.4999999999999978,-1.0,0,18,-1.0
DOGEUSDT,VOLATILE,1.3433018812405606,0.6674737691686852,0,0,0,50,0.0,0.07,1.4999999999999964,1.0,0,3,-1.0
DOGEUSDT,VOLATILE,1.4766510883125132,0.23602892833662012,0,0,0,50,0.0,0.07,1.5002692514808815,1.0,0,7,-1.0
DOGEUSDT,VOLATILE,1.332546775111292,0.15432098765432045,0,0,0,50,0.0,0.08,1.4999999999999998,1.0,1,45,1.333
DOGEUSDT,NORMAL,1.1369426751592346,0.27708095781071707,1,0,1,50,0.0,0.07,1.5004541326067218,1.0,1,3,1.333
DOGEUSDT,NORMAL,1.1230555529127457,0.4677060133630255,0,0,0,50,0.0,0.08,1.4999999999999958,1.0,1,2,1.333
DOGEUSDT,NORMAL,1.108202527259953,0.6365482233502524,0,0,0,50,0.0,0.08,1.500000000000003,1.0,0,1,-1.0
DOGEUSDT,VOLATILE,1.2707551786005542,0.0891472868217042,0,0,0,50,0.0,0.07,1.500706214689267,1.0,0,4,-1.0
DOGEUSDT,VOLATILE,1.3369657422512236,0.04907975460122629,0,0,0,50,0.0,0.07,1.5003408316291715,1.0,1,55,1.333
DOGEUSDT,VOLATILE,1.667815049864008,0.5778474399164065,1,0,1,50,0.0,0.07,1.499316939890712,-1.0,0,5,-1.0
DOGEUSDT,VOLATILE,1.9059177416555793,0.20706042090970783,1,0,0,50,0.0,0.07,1.5005446623093648,1.0,0,21,-1.0
DOGEUSDT,NORMAL,1.0409687894930495,0.44473007712082335,1,0,1,50,0.0,0.08,1.4996265870052248,1.0,0,20,-1.0
DOGEUSDT,NORMAL,0.9059598314721654,0.30487804878048935,1,0,1,50,0.0,0.07,1.5011961722487945,-1.0,0,2,-1.0
DOGEUSDT,NORMAL,0.8668764184031376,0.4372093023255846,0,0,0,50,0.0,0.07,1.5006839945280448,-1.0,1,7,1.333
DOGEUSDT,CHOPPY,0.7857365039525498,0.02691511387163402,0,0,0,50,0.0,0.07,1.498740554156167,-1.0,0,5,0.378
